city,year,month,season,TMAX_mean,TMAX_max,TMAX_std,TMIN_mean,TMIN_min,TMIN_std,PRCP_sum,SNOW_sum,AWND_mean,TMAX_anomaly_mean,TMIN_anomaly_mean,PRCP_anomaly_sum
Chicago,2015,1,Winter,-1.6387096774193548,6.1,5.5825130195014525,-9.038709677419355,-22.1,6.916004502570099,35.9,353.0,4.609677419354839,-1.2858064516129033,-1.0103225806451606,-16.710000000000004
Chicago,2015,2,Winter,-4.675,5.0,4.982534309781334,-14.521428571428572,-23.2,5.188045885092008,37.0,682.0,4.817857142857143,-5.790602836879432,-6.759017223910841,-17.788652482269498
Chicago,2015,3,Spring,6.916129032258064,22.8,7.234044363249535,-3.0935483870967744,-17.7,5.772459642351833,28.0,180.0,4.396774193548388,-1.0993548387096777,-1.9506451612903228,-34.09
Chicago,2015,4,Spring,15.56,25.6,4.4697913242967635,3.76,-2.1,3.120853110598292,73.0,0.0,4.7,1.0970000000000009,-0.07433333333333328,-34.2
Chicago,2015,5,Spring,21.09032258064516,28.3,5.811159083390603,10.406451612903227,3.3,4.753169853467681,118.5,0.0,4.590322580645162,-0.2970967741935513,-0.12838709677419377,-20.10999999999998
Chicago,2015,6,Summer,24.953333333333333,33.3,3.8944463847481785,14.31,5.6,3.536835718060952,180.9,0.0,3.7199999999999998,-2.234333333333336,-1.8953333333333355,48.82
Chicago,2015,7,Summer,27.738709677419354,33.3,3.729850525991162,17.05806451612903,11.7,3.0049707922649755,72.4,0.0,3.4935483870967743,-1.1004511617414854,-1.9188585607940427,-22.919580419580424
Chicago,2015,8,Summer,27.18064516129032,33.3,3.47250335779427,16.983870967741936,10.6,2.628953755672086,54.9,0.0,3.596774193548387,-1.2786290322580627,-1.3959677419354832,-13.7875
Chicago,2015,9,Fall,25.603333333333335,33.3,4.478722365026493,15.463333333333333,8.9,4.272888333743775,117.8,0.0,3.6599999999999997,0.3333333333333338,0.12125000000000033,43.12499999999999
Chicago,2015,10,Fall,17.335483870967742,26.1,4.53317757480679,7.912903225806452,0.6,3.88730771747267,56.800000000000004,0.0,4.890322580645161,-0.09677419354838475,0.006451612903225956,-56.525000000000006
Chicago,2015,11,Fall,12.053333333333335,22.2,6.633859506653948,1.9600000000000002,-13.8,6.061842214581534,114.1,285.0,5.176666666666667,2.1679166666666676,0.92,65.82499999999999
Chicago,2015,12,Winter,6.948387096774193,16.1,5.141327388119528,0.8451612903225806,-9.3,4.142610989032353,123.6,114.0,5.1,3.6616935483870967,5.097177419354838,67.25
Chicago,2016,1,Winter,-0.0967741935483871,8.9,5.5303697206707465,-7.903225806451613,-19.9,6.567977053906717,21.5,161.0,4.790322580645161,0.25612903225806444,0.12516129032258164,-31.110000000000007
Chicago,2016,2,Winter,2.920689655172414,16.7,6.985872443231657,-4.63448275862069,-16.6,5.437388807537583,31.200000000000003,139.0,5.23448275862069,1.8050868182929816,3.1279285888970407,-25.545390070921982
Chicago,2016,3,Spring,10.825806451612904,21.1,5.8091288929256555,1.735483870967742,-11.6,5.24077274118342,85.0,65.0,4.806451612903226,2.810322580645161,2.878387096774193,22.909999999999997
Chicago,2016,4,Spring,14.123333333333333,28.3,7.76968837671527,3.4166666666666665,-5.5,4.7512672235820474,71.0,29.0,4.83,-0.3396666666666658,-0.41766666666666674,-36.2
Chicago,2016,5,Spring,21.141935483870967,30.6,6.245306194444399,9.67741935483871,1.7,5.1886227894897985,138.0,0.0,4.348387096774194,-0.24548387096774454,-0.8574193548387102,-0.6099999999999817
Chicago,2016,6,Summer,27.723333333333336,33.9,3.9469484793762613,16.246666666666666,10.6,3.151762871061575,72.39999999999999,0.0,3.8766666666666665,0.5356666666666651,0.04133333333333115,-59.68000000000001
Chicago,2016,7,Summer,29.12258064516129,33.9,3.131422432635513,19.15806451612903,12.2,2.90330549472475,158.5,0.0,3.5387096774193547,0.2834198060004503,0.18114143920595716,63.180419580419574
Chicago,2016,8,Summer,29.048387096774192,33.3,2.2347066873517485,19.63225806451613,13.3,2.423549338851896,108.2,0.0,3.2161290322580647,0.5891129032258081,1.2524193548387104,39.512499999999996
Chicago,2016,9,Fall,25.366666666666667,32.8,4.201340782157058,16.353333333333335,10.0,3.382993301524689,44.9,0.0,4.11,0.09666666666666728,1.0112500000000002,-29.775000000000002
Chicago,2016,10,Fall,18.799999999999997,27.8,4.641838716141123,8.82258064516129,2.2,5.090102138950282,95.9,0.0,4.070967741935484,1.3677419354838734,0.9161290322580649,-17.425000000000004
Chicago,2016,11,Fall,12.926666666666668,23.9,6.18010898985097,3.54,-5.5,4.775411157600771,43.0,0.0,4.096666666666667,3.0412500000000002,2.5,-5.274999999999999
Chicago,2016,12,Winter,-0.4451612903225806,12.2,5.4050494114101255,-7.190322580645161,-24.9,6.833805910750352,44.9,451.0,5.067741935483871,-3.7318548387096775,-2.9383064516129034,-11.450000000000006
Chicago,2017,1,Winter,1.467741935483871,15.0,5.987619844132513,-4.941935483870967,-17.7,6.397696157917494,73.2,16.0,4.503225806451613,1.8206451612903225,3.0864516129032267,20.589999999999993
Chicago,2017,2,Winter,8.721428571428572,21.1,7.986579351352476,-1.9642857142857142,-12.1,5.970806402867966,38.5,0.0,4.817857142857143,7.605825734549138,5.798125633232017,-16.288652482269498
Chicago,2017,3,Spring,8.416129032258064,27.8,6.6790766215195525,-0.06451612903225812,-8.8,5.104151799407797,101.80000000000001,198.0,5.435483870967742,0.40064516129032246,1.0783870967741933,39.71000000000001
Chicago,2017,4,Spring,17.653333333333332,27.8,5.848827370438915,6.48,1.1,3.772440900110641,163.3,0.0,5.083333333333333,3.190333333333334,2.6456666666666666,56.1
Chicago,2017,5,Spring,19.845161290322583,30.6,5.647644860746671,8.90967741935484,1.1,3.821723419149156,83.4,0.0,4.790322580645161,-1.5422580645161317,-1.625161290322581,-55.20999999999998
Chicago,2017,6,Summer,28.483333333333334,35.0,3.4222480344351713,16.43,10.0,3.791201247171104,87.4,0.0,4.506666666666666,1.2956666666666645,0.22466666666666438,-44.68000000000001
Chicago,2017,7,Summer,28.783870967741933,33.9,2.676452474725148,18.583870967741937,13.3,2.272897823512758,195.1,0.0,3.5806451612903225,-0.055289871418904436,-0.39305210918113975,99.78041958041959
Chicago,2017,8,Summer,27.08709677419355,32.2,2.7467243443155906,16.79032258064516,11.1,2.483190802000479,63.9,0.0,3.47741935483871,-1.3721774193548364,-1.5895161290322573,-4.787500000000004
Chicago,2017,9,Fall,26.513333333333332,35.0,5.216534279103077,15.046666666666665,9.4,4.002906989653407,8.200000000000001,0.0,3.5966666666666662,1.2433333333333334,-0.2954166666666665,-66.47500000000001
Chicago,2017,10,Fall,18.58709677419355,28.3,6.806993557388063,9.83548387096774,0.6,5.160590947239586,221.0,0.0,4.800000000000001,1.1548387096774217,1.9290322580645163,107.675
Chicago,2017,11,Fall,8.296666666666667,17.2,4.1302486635780795,0.29999999999999993,-7.7,3.4469376713751045,44.4,3.0,4.5633333333333335,-1.5887499999999994,-0.7400000000000001,-3.875000000000001
Chicago,2017,12,Winter,1.2580645161290323,18.3,8.21724910147544,-6.512903225806451,-19.9,7.101583951743154,15.2,135.0,4.732258064516128,-2.0286290322580647,-2.260887096774194,-41.150000000000006
Chicago,2018,1,Winter,-0.019354838709677406,15.0,8.294633580608558,-8.012903225806452,-22.7,7.780734409873481,39.3,117.0,5.254838709677419,0.3335483870967742,0.015483870967742808,-13.310000000000002
Chicago,2018,2,Winter,3.371428571428571,18.9,7.983912395740394,-6.792857142857143,-19.3,7.200665019258757,117.9,515.0,4.675,2.255825734549139,0.9695542046605875,63.1113475177305
Chicago,2018,3,Spring,7.058064516129033,14.4,3.564807072250277,-1.5290322580645161,-7.1,2.6847959014156113,44.3,66.0,4.712903225806452,-0.9574193548387099,-0.38612903225806466,-17.790000000000003
Chicago,2018,4,Spring,10.026666666666667,26.7,7.08451119348221,0.2933333333333333,-6.6,4.081322751547451,69.4,82.0,4.713333333333334,-4.436333333333333,-3.541,-37.800000000000004
Chicago,2018,5,Spring,24.64516129032258,36.1,6.724127636587384,13.293548387096775,6.7,4.669042406023672,208.6,0.0,3.929032258064516,3.2577419354838684,2.758709677419355,69.99000000000002
Chicago,2018,6,Summer,26.91,35.6,4.622907728050492,17.016666666666666,8.9,3.9070302094392955,193.7,0.0,4.066666666666666,-0.27766666666666884,0.8113333333333312,61.61999999999999
Chicago,2018,7,Summer,30.742105263157896,35.0,3.003759827185789,20.36315789473684,15.0,2.6390677070839046,16.3,0.0,3.452631578947368,1.9029444239970543,1.3862348178137665,-42.121678321678324
Chicago,2019,1,Winter,-2.4709677419354836,11.7,8.044716425430508,-9.600000000000001,-30.5,9.02684884109621,50.0,464.0,4.641935483870968,-2.1180645161290323,-1.5716129032258057,-2.6100000000000074
Chicago,2019,2,Winter,1.1607142857142858,11.7,5.723786579200242,-7.825,-17.1,5.546879336200705,71.5,230.0,4.753571428571428,0.04511144883485322,-0.06258865248226966,16.711347517730502
Chicago,2019,3,Spring,5.945161290322581,18.3,6.537371475329486,-3.3129032258064517,-19.3,5.878080295214521,53.199999999999996,8.0,4.825806451612903,-2.0703225806451617,-2.1700000000000004,-8.890000000000004
Chicago,2019,4,Spring,15.033333333333333,26.7,6.107955994993874,4.64,-3.2,3.929867945486911,152.9,201.0,5.1866666666666665,0.5703333333333341,0.8056666666666666,45.7
Chicago,2019,5,Spring,19.74516129032258,27.8,5.727293642997387,9.141935483870967,3.3,4.178737783394118,209.7,0.0,4.264516129032257,-1.642258064516132,-1.3929032258064518,71.09000000000002
Chicago,2019,6,Summer,25.19,32.8,4.31998962323147,14.536666666666667,9.4,3.544056056742519,77.8,0.0,3.9733333333333336,-1.9976666666666687,-1.6686666666666692,-54.28
Chicago,2019,7,Summer,30.03548387096774,35.0,3.233011845230055,20.09032258064516,15.0,3.0420776714508437,100.0,0.0,4.009677419354839,1.1963230318069011,1.113399503722086,4.680419580419577
Chicago,2019,8,Summer,27.503225806451614,32.2,2.7428068191748105,17.929032258064513,13.9,2.1503788113395417,92.3,0.0,3.3483870967741933,-0.9560483870967722,-0.45080645161290245,23.612499999999997
Chicago,2019,9,Fall,24.970000000000002,32.2,3.4628222494136893,16.61,11.7,2.47725515509571,193.2,0.0,3.9133333333333336,-0.29999999999999927,1.2679166666666668,118.52499999999998
Chicago,2019,10,Fall,14.845161290322581,30.0,6.001713017113108,6.190322580645161,-3.8,4.538381123903815,171.8,116.0,4.300000000000001,-2.587096774193546,-1.7161290322580642,58.474999999999994
Chicago,2019,11,Fall,5.363333333333333,12.8,4.986774462538875,-2.22,-13.8,4.477560912387227,47.8,94.0,4.069999999999999,-4.522083333333333,-3.26,-0.47499999999999787
Chicago,2019,12,Winter,5.167741935483871,16.1,5.665885461648172,-2.896774193548387,-12.1,4.368713301874878,39.4,52.0,4.254838709677419,1.8810483870967742,1.3552419354838707,-16.950000000000003
Chicago,2020,1,Winter,2.161290322580645,10.0,3.6171514961688516,-4.170967741935484,-16.6,4.820317662311417,71.1,198.0,4.338709677419355,2.5141935483870967,3.8574193548387106,18.489999999999995
